Key,Summary,Project,Assignee,Description,Status,Issue Type,Created Date,Comments
SH-5366,HP APRAAVA | LS GR commands are not working,Success Hub,Ayush Rajput,LS GR commands are not getting success. When we check the logs and SP whoisactive then we found that the timeouts are coming in the service and also the session in SP_whoisactive taking time more than 1 minute or 2.,Close,Incident,2025-04-29T05:58:43.762+0530,"Ayush Rajput: We have mentioned all the details above in the description related to the issue. issue is with the code as we deploy the tag for block load for SAT fixes Even the SAT condition was false, the Vayu Core Pull service still follow the SAT follow for the normal GR commands  due to which blocking was happening in the DB. we need to check it from dev end.  currently we reverted the tag to the older one and everything is running fine. | Automation for Jira: Confluence page created for RCA documentation -"
SH-5359,AMI 1&2 : Requirement of PUSH and Pull Data SLA for LS and DP from 24th April to 7th May.,Success Hub,Ansh Sharma,No description,Review,Service Request,2025-04-28T23:34:47.712+0530,"Satya Brat Nath:  Can you please share this. As it is a much needed report for analysis | Ansh Sharma: As discussed please find the push SLA of last one week    | Ansh Sharma:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Ansh Sharma: PFA the requested data from 25th onwards | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5356,"IMG Gateways are sending routing in every 2 minutes, please change it to 30 minutes.",Success Hub,Ayush Rajput,,Open,Issue,2025-04-28T20:20:06.580+0530,
SH-5354,Calculated MD and Derived MD mismatch in 1p Kushal GVPR Production,Success Hub,Nikhil Kumar,Mismatch of Calculated M.D and Bill M.D values difference observed which could be highlight by utility in future. ,Open,Issue,2025-04-28T18:50:25.301+0530,Basant Dangi: Example:-
SH-5353,Exclusions to be added in the SLA reports in HES for NCC Aurangabad.,Success Hub,Lyba Noor,No description,BUG_Raised,Service Request,2025-04-28T18:08:05.101+0530,Lyba Noor: Hi    This issue is happening in most of the projects so the  KRT is raised for the same and i have linked it. | Naman Madan Customer Success:  Exclusion adding button is not available in HES in NCC Aurangabad. cc :     
SH-5350,For all LTCT meter push services are not working after deployment of new template id for 1P & 3P meter on 26.04.25,Success Hub,Ritik Kumar, After deployment of new template ids to 1P & 3P meters 71 & 87 respectively on 26.04.25 the push services for LTCT meters are not working kindly check. Attach some screenshot of different meters for reference.,Close,Issue,2025-04-28T17:41:54.400+0530,"Ritik Kumar: checking | Ritik Kumar: I can see that push data for CT meters stopped coming after  2025-04-26 16:13:00.000 The time when the deployment is completed | Ritik Kumar:  | Ritik Kumar: issue is resolved | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5348,"IMG Gateways are sending routing in every 2 minutes, please change it to 30 minutes MCL",Success Hub,Ritik Kumar," The recently configured IMG are sending the routing of every meter connected on it within 2 mins as per attach ss, it needs to be converted to 30 mins cc:   ",Close,Issue,2025-04-28T16:58:10.961+0530,"Ritik Kumar:   This task should be handled by the DevOps team, specifically by    It requires expertise with the WNT tool, which we neither have access to nor are familiar with. I can raise a ticket for DevOps to take care of it, but there’s an important consideration: The number of IMG meters is continually increasing. I’ll provide the current list of registered IMG meters, but as more meters get added over time, this will become an ongoing and potentially never-ending task. CC:   ,    ,   ,    | Ritik Kumar: This should be fixed directly on the production side to prevent the issue from growing over time and to avoid repeated intervention. | Muzahid Ul Islam: App_config changed to 30 min for below gateways | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5347,"IMG Gateways are sending routing in every 2 minutes, please change it to 30 minutes.",Success Hub,Lyba Noor,cc:   ,Close,Issue,2025-04-28T16:44:01.094+0530,"Lyba Noor: Hi    we have raised this to devo team and linked the ticket. | Lyba Noor: Hi    As the issue is resolved i am closing this ticket. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5346,101 and 102 power events required for following meters from 19 april to 27 april 2025,Success Hub,Lyba Noor,101 and 102 power events required for following meters from 19 april to 27 april 2025 of the meters in the following list,Close,Issue,2025-04-28T16:17:18.391+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Lyba Noor:  | Lyba Noor: Hi    Attached the sheet of outage data from 19 to 27 April."
SH-5345,Power Outage events required from 21st to 30th April,Success Hub,Naman,No description,Open,Service Request,2025-04-28T15:30:10.136+0530,"Yash Jain: Hi   , as discussed please find here the meter list for the required outage data.  "
SH-5343,LS DP SLA Data Required from 21st to 30th April,Success Hub,Parveen Soni,No description,In Progress,Service Request,2025-04-28T15:26:17.755+0530,"Parveen Soni: Houly SLA 21-27 Apr 2025.xlsx | Yash Jain: Hi   Sir, please share the LS and DP SLA data from 28th to 30th April. | Parveen Soni: Hourly LS DP data 28-30 Apr2025.xlsx"
SH-5342,Neutral missing  Occ & Res event id missing at HES UI,Success Hub,Naman,"One more internal observation, Neutral missing  Occ & Res event id missing at HES UI. Event ID sanp JFY reference Event ID no. Occ = 207 & Res = 208",In Progress,Issue,2025-04-28T15:19:59.669+0530,"Puran Chand: cc:   ,    | Puran Chand: need to implement the same after SAT-4  | Naman: Let me know once we can take these changes    sir, as this needs to be a join activity with MDM otherwise MDM will miss events data as observed before."
SH-5341,RC/DC commands not processing in SAV Prod,Success Hub,Parveen Soni,RC/DC commands are not processing ,Close,Incident,2025-04-28T15:00:42.030+0530,"Ayush Patel:  Please share details. | Parveen Soni: there are 1744 pending commands which have status 1 as compare to this count of status 3 is very less and is is not increasing as expected  and fail count is very high | Parveen Soni: Its identified, the count of rc dc per meter are near about 40 or more than this which should be restricted and one more thing came in observation that the number of commands pr gateway is also high. | Parveen Soni:  | Parveen Soni:  As discussed please switch API service from  api/HES/SubmitPrepaidParameters   to  api/HES/ChangeMeterSwitchState  to restrict multiple commands for the RC & DC. | Parveen Soni: RC DC is stable after switching the api service and till now we did not recvd any complain for the same."
SH-5335,Complete Data Drop || Apraava APDCL,Success Hub,Naman,Communcation seems to be fine -,Close,Incident,2025-04-28T03:51:18.174+0530,"Naman: Changing the severity to 1 | Automation for Jira: Confluence page created for RCA documentation - | Naman: Closing this for now since we the system is stable for now. We are yet to find the RCA and the actual issue here. | Naman: Update -  No conclusive findings or critical issues were identified neither with DB nor with service that could be causing this.  It appears that we are receiving less raw data from the Broker. The combination of this and the frequent outages (although does not justify the persisting complete drops) is contributing to the overall uncertainty.  For now, the Outage & Routing Count makes up for missing data, is stable, hence concluding the severity.  Outage Count at the time -> 1P :- 1.4 Lac 3P :- 919 CT :-1968 CC        | Naman: Outage status next morning -> | Ranjeet Singh: Action items for Devops "
SH-5323,"AMI 1&2 Pilot OTAP : Share the Last RTC entry of IP, LS, DP and Event along with the RAW Data.",Success Hub,Ansh Sharma,"I have noticed many meters are sending double value of RTC today and 14th Feb, Please check that once. Please share the data   ",Close,Service Request,2025-04-27T15:32:56.224+0530,"Ansh Sharma: PFA the IP, LS, DP, Events data | Ansh Sharma:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
